[34m[1mwandb[0m: [wandb.login()] Loaded credentials for https://api.wandb.ai from C:\Users\Ahmed\_netrc.
[34m[1mwandb[0m: Currently logged in as: [33mx4ahmed[0m ([33mi-learn[0m) to [32mhttps://api.wandb.ai[0m. Use [1m`wandb login --relogin`[0m to force relogin
[34m[1mwandb[0m: [38;5;178m⢿[0m Waiting for wandb.init()...
[Am[2K[34m[1mwandb[0m: [38;5;178m⣻[0m Waiting for wandb.init()...
[Am[2K[34m[1mwandb[0m: [38;5;178m⣽[0m Waiting for wandb.init()...
[Am[2K[34m[1mwandb[0m: Tracking run with wandb version 0.27.2
[34m[1mwandb[0m: Run data is saved locally in [35m[1mruns\arch_no_value_residual\wandb\wandb\run-20260710_004926-cwgybdzv[0m
[34m[1mwandb[0m: Run [1m`wandb offline`[0m to turn off syncing.
[34m[1mwandb[0m: Syncing run [33march_no_value_residual[0m
[34m[1mwandb[0m:  View project at [34m[4mhttps://wandb.ai/i-learn/slowrun[0m
[34m[1mwandb[0m:  View run at [34m[4mhttps://wandb.ai/i-learn/slowrun/runs/cwgybdzv[0m
--- Hyperparameters ---
  n_layer=4, n_embd=512, n_head=8, head_dim=64
  seq_len=2048, window_pattern=SSSL
  total_batch_size=16384, device_batch_size=2
  matrix_lr=0.032, scalar_lr=0.2, embedding_lr=0.12, unembedding_lr=0.0008
  weight_decay=0.8, adam_betas=(0.8, 0.95)
  warmup_ratio=0.0, warmdown_ratio=0.6, final_lr_frac=0.0
  num_epochs=16, patience=-1
  dropout=0.1
  doc_shuffle=True
  ema_every=10, swa_last_epochs=4
  optimizer=Muon (matrices) + AdamW (embed/scalars)
  --- Architecture Ablation Flags ---
  no_attn_gate=False, attn_gate_variant=sigmoid
  no_skip_connections=False
  no_value_residual=True
  no_key_offset=False
  rope_variant=half
  run=arch_no_value_residual
  run_dir=runs\arch_no_value_residual
-----------------------
Vocab size: 50,257
Padding vocab_size from 50257 to 50304
Parameters: 65,143,178 (transformer: 13,631,872, value_embeds: 0, lm_head: 25,755,648, other: 25,755,658)
FLOPs per token: 2.567892e+08
Skipping torch.compile due to Windows/Inductor compiler limitations
Batch size: 16,384 tokens, grad accum: 4 steps
Training set: 9,994,240 tokens per epoch (2,440 micro-batches per epoch, ~610 optimizer steps per epoch)
Training for 16 epoch(s) (~9760 optimizer steps estimated)
Eval set: 999,424 tokens (244 steps)
Step 00000 | Val BPB: 3.510183 | Val Loss: 10.825293
step 00001 (0.01%) | loss: 10.825335 | dt: 3529.81ms | tok/sec: 4,641 | mfu: 19.40%
step 00002 (0.02%) | loss: 10.796272 | dt: 2771.85ms | tok/sec: 5,910 | mfu: 24.70%
step 00003 (0.03%) | loss: 10.767001 | dt: 2818.73ms | tok/sec: 5,812 | mfu: 24.29%
step 00025 (0.26%) | loss: 7.723347 | dt: 2889.51ms | tok/sec: 5,670 | mfu: 23.70% | eta: 454.1m
step 00026 (0.27%) | loss: 7.703857 | dt: 2899.00ms | tok/sec: 5,651 | mfu: 23.62% | eta: 454.8m
step 00027 (0.28%) | loss: 7.619367 | dt: 2978.47ms | tok/sec: 5,500 | mfu: 22.99% | eta: 455.9m
step 00028 (0.29%) | loss: 7.524634 | dt: 2892.30ms | tok/sec: 5,664 | mfu: 23.67% | eta: 456.4m
step 00029 (0.30%) | loss: 7.474542 | dt: 2790.33ms | tok/sec: 5,871 | mfu: 24.54% | eta: 456.2m
step 00030 (0.31%) | loss: 7.419339 | dt: 3024.17ms | tok/sec: 5,417 | mfu: 22.64% | eta: 457.4m
step 00031 (0.32%) | loss: 7.373580 | dt: 2895.90ms | tok/sec: 5,657 | mfu: 23.64% | eta: 457.8m
step 00032 (0.33%) | loss: 7.341298 | dt: 2685.06ms | tok/sec: 6,101 | mfu: 25.50% | eta: 457.0m
step 00033 (0.34%) | loss: 7.328730 | dt: 2619.89ms | tok/sec: 6,253 | mfu: 26.13% | eta: 455.9m
step 00034 (0.35%) | loss: 7.253227 | dt: 2697.62ms | tok/sec: 6,073 | mfu: 25.38% | eta: 455.2m
step 00035 (0.36%) | loss: 7.232235 | dt: 2472.95ms | tok/sec: 6,625 | mfu: 27.69% | eta: 453.5m
step 00036 (0.37%) | loss: 7.209074 | dt: 2385.46ms | tok/sec: 6,868 | mfu: 28.70% | eta: 451.4m
step 00037 (0.38%) | loss: 7.180494 | dt: 2402.64ms | tok/sec: 6,819 | mfu: 28.50% | eta: 449.5m
step 00038 (0.39%) | loss: 7.154339 | dt: 2505.25ms | tok/sec: 6,539 | mfu: 27.33% | eta: 448.3m
step 00039 (0.40%) | loss: 7.134306 | dt: 2640.84ms | tok/sec: 6,204 | mfu: 25.93% | eta: 447.6m
step 00040 (0.41%) | loss: 7.152421 | dt: 2614.93ms | tok/sec: 6,265 | mfu: 26.18% | eta: 446.9m
step 00041 (0.42%) | loss: 7.123042 | dt: 2611.06ms | tok/sec: 6,274 | mfu: 26.22% | eta: 446.3m
step 00042 (0.43%) | loss: 7.084564 | dt: 2664.05ms | tok/sec: 6,150 | mfu: 25.70% | eta: 445.8m
step 00043 (0.44%) | loss: 7.108388 | dt: 2628.05ms | tok/sec: 6,234 | mfu: 26.06% | eta: 445.3m
step 00044 (0.45%) | loss: 7.078266 | dt: 2616.21ms | tok/sec: 6,262 | mfu: 26.17% | eta: 444.7m
step 00045 (0.46%) | loss: 7.019917 | dt: 2649.88ms | tok/sec: 6,182 | mfu: 25.84% | eta: 444.3m
step 00046 (0.47%) | loss: 6.996288 | dt: 2631.30ms | tok/sec: 6,226 | mfu: 26.02% | eta: 443.8m
step 00047 (0.48%) | loss: 6.963822 | dt: 2663.34ms | tok/sec: 6,151 | mfu: 25.71% | eta: 443.5m
step 00048 (0.49%) | loss: 6.959070 | dt: 2629.91ms | tok/sec: 6,229 | mfu: 26.03% | eta: 443.1m
step 00049 (0.50%) | loss: 7.029351 | dt: 2627.83ms | tok/sec: 6,234 | mfu: 26.06% | eta: 442.6m
step 00050 (0.51%) | loss: 6.955540 | dt: 2626.95ms | tok/sec: 6,236 | mfu: 26.06% | eta: 442.2m
step 00051 (0.52%) | loss: 6.943749 | dt: 2625.86ms | tok/sec: 6,239 | mfu: 26.08% | eta: 441.8m
step 00052 (0.53%) | loss: 6.933487 | dt: 2645.78ms | tok/sec: 6,192 | mfu: 25.88% | eta: 441.5m
step 00053 (0.54%) | loss: 6.935848 | dt: 2645.83ms | tok/sec: 6,192 | mfu: 25.88% | eta: 441.2m
step 00054 (0.55%) | loss: 6.946943 | dt: 2620.64ms | tok/sec: 6,251 | mfu: 26.13% | eta: 440.8m
step 00055 (0.56%) | loss: 6.922036 | dt: 2632.83ms | tok/sec: 6,222 | mfu: 26.00% | eta: 440.5m
step 00056 (0.57%) | loss: 6.909707 | dt: 2658.41ms | tok/sec: 6,163 | mfu: 25.76% | eta: 440.2m
step 00057 (0.58%) | loss: 6.909612 | dt: 2685.13ms | tok/sec: 6,101 | mfu: 25.50% | eta: 440.1m
step 00058 (0.59%) | loss: 6.847644 | dt: 2718.20ms | tok/sec: 6,027 | mfu: 25.19% | eta: 440.0m
step 00059 (0.60%) | loss: 6.850728 | dt: 2666.92ms | tok/sec: 6,143 | mfu: 25.67% | eta: 439.8m
step 00060 (0.61%) | loss: 6.853056 | dt: 2655.17ms | tok/sec: 6,170 | mfu: 25.79% | eta: 439.6m
step 00061 (0.62%) | loss: 6.850583 | dt: 2639.04ms | tok/sec: 6,208 | mfu: 25.95% | eta: 439.3m
step 00062 (0.64%) | loss: 6.900408 | dt: 2661.76ms | tok/sec: 6,155 | mfu: 25.72% | eta: 439.1m
step 00063 (0.65%) | loss: 6.897492 | dt: 2662.74ms | tok/sec: 6,153 | mfu: 25.72% | eta: 438.9m
step 00064 (0.66%) | loss: 6.890710 | dt: 2620.71ms | tok/sec: 6,251 | mfu: 26.13% | eta: 438.6m
step 00065 (0.67%) | loss: 6.851326 | dt: 2700.47ms | tok/sec: 6,067 | mfu: 25.36% | eta: 438.5m
step 00066 (0.68%) | loss: 6.798654 | dt: 2709.66ms | tok/sec: 6,046 | mfu: 25.27% | eta: 438.5m
step 00067 (0.69%) | loss: 6.738056 | dt: 2838.70ms | tok/sec: 5,771 | mfu: 24.12% | eta: 438.8m
step 00068 (0.70%) | loss: 6.721221 | dt: 2816.73ms | tok/sec: 5,816 | mfu: 24.31% | eta: 439.0m
step 00069 (0.71%) | loss: 6.724770 | dt: 2629.12ms | tok/sec: 6,231 | mfu: 26.04% | eta: 438.7m
step 00070 (0.72%) | loss: 6.752876 | dt: 2622.10ms | tok/sec: 6,248 | mfu: 26.11% | eta: 438.4m
step 00071 (0.73%) | loss: 6.737859 | dt: 2670.79ms | tok/sec: 6,134 | mfu: 25.64% | eta: 438.3m
step 00072 (0.74%) | loss: 6.733742 | dt: 2653.63ms | tok/sec: 6,174 | mfu: 25.80% | eta: 438.1m
step 00073 (0.75%) | loss: 6.732320 | dt: 2665.97ms | tok/sec: 6,145 | mfu: 25.68% | eta: 437.9m
step 00074 (0.76%) | loss: 6.735410 | dt: 2672.33ms | tok/sec: 6,130 | mfu: 25.62% | eta: 437.8m
step 00075 (0.77%) | loss: 6.759970 | dt: 2614.86ms | tok/sec: 6,265 | mfu: 26.18% | eta: 437.5m
step 00076 (0.78%) | loss: 6.694411 | dt: 2622.47ms | tok/sec: 6,247 | mfu: 26.11% | eta: 437.3m
step 00077 (0.79%) | loss: 6.704742 | dt: 2788.05ms | tok/sec: 5,876 | mfu: 24.56% | eta: 437.4m
step 00078 (0.80%) | loss: 6.686998 | dt: 2673.01ms | tok/sec: 6,129 | mfu: 25.62% | eta: 437.3m
step 00079 (0.81%) | loss: 6.654725 | dt: 2672.35ms | tok/sec: 6,130 | mfu: 25.62% | eta: 437.2m
step 00080 (0.82%) | loss: 6.612144 | dt: 2870.02ms | tok/sec: 5,708 | mfu: 23.86% | eta: 437.5m
step 00081 (0.83%) | loss: 6.628486 | dt: 2647.30ms | tok/sec: 6,188 | mfu: 25.86% | eta: 437.3m
step 00082 (0.84%) | loss: 6.700768 | dt: 2674.03ms | tok/sec: 6,127 | mfu: 25.61% | eta: 437.2m
step 00083 (0.85%) | loss: 6.739241 | dt: 2622.97ms | tok/sec: 6,246 | mfu: 26.11% | eta: 436.9m
step 00084 (0.86%) | loss: 6.714868 | dt: 2638.26ms | tok/sec: 6,210 | mfu: 25.95% | eta: 436.8m
step 00085 (0.87%) | loss: 6.682692 | dt: 2629.74ms | tok/sec: 6,230 | mfu: 26.04% | eta: 436.6m
step 00086 (0.88%) | loss: 6.703553 | dt: 2635.96ms | tok/sec: 6,215 | mfu: 25.98% | eta: 436.4m
step 00087 (0.89%) | loss: 6.685755 | dt: 2633.39ms | tok/sec: 6,221 | mfu: 26.00% | eta: 436.2m
step 00088 (0.90%) | loss: 6.696071 | dt: 2662.22ms | tok/sec: 6,154 | mfu: 25.72% | eta: 436.1m
step 00089 (0.91%) | loss: 6.676707 | dt: 2670.98ms | tok/sec: 6,134 | mfu: 25.64% | eta: 436.0m
step 00090 (0.92%) | loss: 6.635587 | dt: 2680.47ms | tok/sec: 6,112 | mfu: 25.55% | eta: 435.9m
step 00091 (0.93%) | loss: 6.599606 | dt: 2663.85ms | tok/sec: 6,150 | mfu: 25.70% | eta: 435.7m
step 00092 (0.94%) | loss: 6.598142 | dt: 2618.46ms | tok/sec: 6,257 | mfu: 26.15% | eta: 435.5m
step 00093 (0.95%) | loss: 6.590260 | dt: 2626.77ms | tok/sec: 6,237 | mfu: 26.07% | eta: 435.4m
step 00094 (0.96%) | loss: 6.583650 | dt: 2668.00ms | tok/sec: 6,140 | mfu: 25.66% | eta: 435.3m
step 00095 (0.97%) | loss: 6.564688 | dt: 2607.00ms | tok/sec: 6,284 | mfu: 26.26% | eta: 435.0m
step 00096 (0.98%) | loss: 6.562767 | dt: 2639.76ms | tok/sec: 6,206 | mfu: 25.94% | eta: 434.9m
step 00097 (0.99%) | loss: 6.513936 | dt: 2752.01ms | tok/sec: 5,953 | mfu: 24.88% | eta: 434.9m
step 00098 (1.00%) | loss: 6.502464 | dt: 2672.52ms | tok/sec: 6,130 | mfu: 25.62% | eta: 434.8m
step 00099 (1.01%) | loss: 6.487086 | dt: 2655.50ms | tok/sec: 6,169 | mfu: 25.78% | eta: 434.7m
step 00100 (1.02%) | loss: 6.508077 | dt: 2622.70ms | tok/sec: 6,246 | mfu: 26.11% | eta: 434.6m
step 00101 (1.03%) | loss: 6.542409 | dt: 2650.77ms | tok/sec: 6,180 | mfu: 25.83% | eta: 434.4m
step 00102 (1.05%) | loss: 6.551563 | dt: 2633.63ms | tok/sec: 6,221 | mfu: 26.00% | eta: 434.3m
step 00103 (1.06%) | loss: 6.537050 | dt: 2622.78ms | tok/sec: 6,246 | mfu: 26.11% | eta: 434.1m
step 00104 (1.07%) | loss: 6.504389 | dt: 2626.50ms | tok/sec: 6,237 | mfu: 26.07% | eta: 434.0m
step 00105 (1.08%) | loss: 6.562448 | dt: 2701.19ms | tok/sec: 6,065 | mfu: 25.35% | eta: 433.9m
step 00106 (1.09%) | loss: 6.585727 | dt: 2672.77ms | tok/sec: 6,129 | mfu: 25.62% | eta: 433.8m
step 00107 (1.10%) | loss: 6.572125 | dt: 2613.30ms | tok/sec: 6,269 | mfu: 26.20% | eta: 433.7m
step 00108 (1.11%) | loss: 6.557637 | dt: 2726.52ms | tok/sec: 6,009 | mfu: 25.11% | eta: 433.7m
step 00109 (1.12%) | loss: 6.571053 | dt: 2702.31ms | tok/sec: 6,062 | mfu: 25.34% | eta: 433.6m
step 00110 (1.13%) | loss: 6.567585 | dt: 2672.76ms | tok/sec: 6,129 | mfu: 25.62% | eta: 433.5m
step 00111 (1.14%) | loss: 6.504742 | dt: 2936.73ms | tok/sec: 5,578 | mfu: 23.31% | eta: 433.9m
step 00112 (1.15%) | loss: 6.491969 | dt: 3271.94ms | tok/sec: 5,007 | mfu: 20.93% | eta: 434.7m
step 00113 (1.16%) | loss: 6.467409 | dt: 3015.69ms | tok/sec: 5,432 | mfu: 22.70% | eta: 435.1m
step 00114 (1.17%) | loss: 6.487174 | dt: 2989.19ms | tok/sec: 5,481 | mfu: 22.91% | eta: 435.4m
step 00115 (1.18%) | loss: 6.496149 | dt: 2978.97ms | tok/sec: 5,499 | mfu: 22.98% | eta: 435.8m
step 00116 (1.19%) | loss: 6.506836 | dt: 2970.33ms | tok/sec: 5,515 | mfu: 23.05% | eta: 436.1m
step 00117 (1.20%) | loss: 6.552757 | dt: 2986.79ms | tok/sec: 5,485 | mfu: 22.92% | eta: 436.4m
step 00118 (1.21%) | loss: 6.498397 | dt: 3010.69ms | tok/sec: 5,441 | mfu: 22.74% | eta: 436.8m
step 00119 (1.22%) | loss: 6.485875 | dt: 2921.08ms | tok/sec: 5,608 | mfu: 23.44% | eta: 437.1m
step 00120 (1.23%) | loss: 6.448164 | dt: 2991.21ms | tok/sec: 5,477 | mfu: 22.89% | eta: 437.4m
step 00121 (1.24%) | loss: 6.461518 | dt: 3013.31ms | tok/sec: 5,437 | mfu: 22.72% | eta: 437.7m
step 00122 (1.25%) | loss: 6.460441 | dt: 3018.39ms | tok/sec: 5,428 | mfu: 22.69% | eta: 438.1m
step 00123 (1.26%) | loss: 6.488689 | dt: 3033.42ms | tok/sec: 5,401 | mfu: 22.57% | eta: 438.4m
step 00124 (1.27%) | loss: 6.503794 | dt: 3023.20ms | tok/sec: 5,419 | mfu: 22.65% | eta: 438.8m
step 00125 (1.28%) | loss: 6.507655 | dt: 3018.26ms | tok/sec: 5,428 | mfu: 22.69% | eta: 439.1m
step 00126 (1.29%) | loss: 6.488537 | dt: 3018.26ms | tok/sec: 5,428 | mfu: 22.69% | eta: 439.4m
step 00127 (1.30%) | loss: 6.483661 | dt: 2858.63ms | tok/sec: 5,731 | mfu: 23.95% | eta: 439.6m
step 00128 (1.31%) | loss: 6.499363 | dt: 3041.33ms | tok/sec: 5,387 | mfu: 22.52% | eta: 439.9m
step 00129 (1.32%) | loss: 6.486481 | dt: 2938.08ms | tok/sec: 5,576 | mfu: 23.30% | eta: 440.1m
step 00130 (1.33%) | loss: 6.481822 | dt: 2687.59ms | tok/sec: 6,096 | mfu: 25.48% | eta: 440.0m
step 00131 (1.34%) | loss: 6.470248 | dt: 3100.11ms | tok/sec: 5,284 | mfu: 22.08% | eta: 440.4m
step 00132 (1.35%) | loss: 6.391278 | dt: 3607.99ms | tok/sec: 4,541 | mfu: 18.98% | eta: 441.4m
step 00133 (1.36%) | loss: 6.393753 | dt: 3481.69ms | tok/sec: 4,705 | mfu: 19.66% | eta: 442.3m
step 00134 (1.37%) | loss: 6.402668 | dt: 3471.94ms | tok/sec: 4,718 | mfu: 19.72% | eta: 443.1m
step 00135 (1.38%) | loss: 6.327141 | dt: 3124.38ms | tok/sec: 5,243 | mfu: 21.91% | eta: 443.5m
step 00136 (1.39%) | loss: 6.358896 | dt: 3041.64ms | tok/sec: 5,386 | mfu: 22.51% | eta: 443.8m
step 00137 (1.40%) | loss: 6.348568 | dt: 3127.49ms | tok/sec: 5,238 | mfu: 21.89% | eta: 444.2m
step 00138 (1.41%) | loss: 6.378620 | dt: 3112.24ms | tok/sec: 5,264 | mfu: 22.00% | eta: 444.5m
step 00139 (1.42%) | loss: 6.435835 | dt: 2677.79ms | tok/sec: 6,118 | mfu: 25.57% | eta: 444.4m
step 00140 (1.43%) | loss: 6.313752 | dt: 2574.42ms | tok/sec: 6,364 | mfu: 26.60% | eta: 444.1m
step 00141 (1.44%) | loss: 6.316883 | dt: 2573.45ms | tok/sec: 6,366 | mfu: 26.61% | eta: 443.8m
step 00142 (1.45%) | loss: 6.308315 | dt: 2931.32ms | tok/sec: 5,589 | mfu: 23.36% | eta: 444.0m
step 00143 (1.47%) | loss: 6.331395 | dt: 3363.83ms | tok/sec: 4,870 | mfu: 20.35% | eta: 444.6m
step 00144 (1.48%) | loss: 6.309944 | dt: 3272.26ms | tok/sec: 5,006 | mfu: 20.92% | eta: 445.1m
step 00145 (1.49%) | loss: 6.296103 | dt: 2882.30ms | tok/sec: 5,684 | mfu: 23.76% | eta: 445.2m
step 00146 (1.50%) | loss: 6.307688 | dt: 3397.89ms | tok/sec: 4,821 | mfu: 20.15% | eta: 445.8m
step 00147 (1.51%) | loss: 6.297445 | dt: 3377.82ms | tok/sec: 4,850 | mfu: 20.27% | eta: 446.5m
step 00148 (1.52%) | loss: 6.322732 | dt: 3350.33ms | tok/sec: 4,890 | mfu: 20.44% | eta: 447.0m
step 00149 (1.53%) | loss: 6.319286 | dt: 4007.20ms | tok/sec: 4,088 | mfu: 17.09% | eta: 448.3m
step 00150 (1.54%) | loss: 6.319704 | dt: 4342.85ms | tok/sec: 3,772 | mfu: 15.77% | eta: 450.0m
step 00151 (1.55%) | loss: 6.323022 | dt: 5155.97ms | tok/sec: 3,177 | mfu: 13.28% | eta: 452.5m
step 00152 (1.56%) | loss: 6.339965 | dt: 4052.36ms | tok/sec: 4,043 | mfu: 16.90% | eta: 453.7m
step 00153 (1.57%) | loss: 6.362192 | dt: 3407.78ms | tok/sec: 4,807 | mfu: 20.09% | eta: 454.3m
step 00154 (1.58%) | loss: 6.367604 | dt: 3521.57ms | tok/sec: 4,652 | mfu: 19.44% | eta: 455.0m
step 00155 (1.59%) | loss: 6.367865 | dt: 3340.52ms | tok/sec: 4,904 | mfu: 20.50% | eta: 455.5m
step 00156 (1.60%) | loss: 6.351278 | dt: 3239.06ms | tok/sec: 5,058 | mfu: 21.14% | eta: 455.8m
step 00157 (1.61%) | loss: 6.325122 | dt: 3756.89ms | tok/sec: 4,361 | mfu: 18.23% | eta: 456.7m
step 00158 (1.62%) | loss: 6.348963 | dt: 4902.97ms | tok/sec: 3,341 | mfu: 13.96% | eta: 458.8m
step 00159 (1.63%) | loss: 6.343646 | dt: 3688.41ms | tok/sec: 4,442 | mfu: 18.57% | eta: 459.6m
step 00160 (1.64%) | loss: 6.288196 | dt: 3661.84ms | tok/sec: 4,474 | mfu: 18.70% | eta: 460.3m
step 00161 (1.65%) | loss: 6.302996 | dt: 3225.17ms | tok/sec: 5,080 | mfu: 21.23% | eta: 460.6m
step 00162 (1.66%) | loss: 6.246029 | dt: 5009.40ms | tok/sec: 3,270 | mfu: 13.67% | eta: 462.7m
step 00163 (1.67%) | loss: 6.203825 | dt: 4247.93ms | tok/sec: 3,856 | mfu: 16.12% | eta: 464.0m
step 00164 (1.68%) | loss: 6.283894 | dt: 3484.59ms | tok/sec: 4,701 | mfu: 19.65% | eta: 464.6m
step 00165 (1.69%) | loss: 6.276516 | dt: 3269.92ms | tok/sec: 5,010 | mfu: 20.94% | eta: 464.9m
step 00166 (1.70%) | loss: 6.286180 | dt: 3258.81ms | tok/sec: 5,027 | mfu: 21.01% | eta: 465.2m
step 00167 (1.71%) | loss: 6.285438 | dt: 3275.56ms | tok/sec: 5,001 | mfu: 20.90% | eta: 465.5m
step 00168 (1.72%) | loss: 6.247142 | dt: 5010.37ms | tok/sec: 3,270 | mfu: 13.67% | eta: 467.5m
step 00169 (1.73%) | loss: 6.237875 | dt: 4377.49ms | tok/sec: 3,742 | mfu: 15.64% | eta: 468.8m
step 00170 (1.74%) | loss: 6.238919 | dt: 3130.26ms | tok/sec: 5,234 | mfu: 21.88% | eta: 469.0m
step 00171 (1.75%) | loss: 6.269764 | dt: 3013.70ms | tok/sec: 5,436 | mfu: 22.72% | eta: 469.0m
step 00172 (1.76%) | loss: 6.253592 | dt: 3089.65ms | tok/sec: 5,302 | mfu: 22.16% | eta: 469.1m
step 00173 (1.77%) | loss: 6.284082 | dt: 3110.01ms | tok/sec: 5,268 | mfu: 22.02% | eta: 469.2m
step 00174 (1.78%) | loss: 6.314576 | dt: 4429.32ms | tok/sec: 3,698 | mfu: 15.46% | eta: 470.5m
step 00175 (1.79%) | loss: 6.354902 | dt: 4835.23ms | tok/sec: 3,388 | mfu: 14.16% | eta: 472.3m
step 00176 (1.80%) | loss: 6.316762 | dt: 3644.00ms | tok/sec: 4,496 | mfu: 18.79% | eta: 472.8m
step 00177 (1.81%) | loss: 6.322573 | dt: 3645.32ms | tok/sec: 4,494 | mfu: 18.78% | eta: 473.4m
step 00178 (1.82%) | loss: 6.305553 | dt: 3308.52ms | tok/sec: 4,952 | mfu: 20.70% | eta: 473.7m
