[34m[1mwandb[0m: [wandb.login()] Loaded credentials for https://api.wandb.ai from /home/ubuntu/.netrc.
[34m[1mwandb[0m: Currently logged in as: [33mx4ahmed[0m ([33mi-learn[0m) to [32mhttps://api.wandb.ai[0m. Use [1m`wandb login --relogin`[0m to force relogin
[34m[1mwandb[0m: [38;5;178m⢿[0m Waiting for wandb.init()...
[Am[2K[34m[1mwandb[0m: [38;5;178m⣻[0m Waiting for wandb.init()...
[Am[2K[34m[1mwandb[0m: Tracking run with wandb version 0.28.0
[34m[1mwandb[0m: Run data is saved locally in [35m[1mruns/h100_moun_wd_low/wandb/wandb/run-20260711_105037-cy7besr1[0m
[34m[1mwandb[0m: Run [1m`wandb offline`[0m to turn off syncing.
[34m[1mwandb[0m: Syncing run [33mh100_moun_wd_low[0m
[34m[1mwandb[0m: ⭐️ View project at [34m[4mhttps://wandb.ai/i-learn/slowrun[0m
[34m[1mwandb[0m: 🚀 View run at [34m[4mhttps://wandb.ai/i-learn/slowrun/runs/cy7besr1[0m
--- Hyperparameters ---
  n_layer=16, n_embd=1024, n_head=8, head_dim=128
  seq_len=2048, window_pattern=SSSL
  total_batch_size=524288, device_batch_size=16
  matrix_lr=0.024, scalar_lr=0.15, embedding_lr=0.09, unembedding_lr=0.0006
  weight_decay=0.2, adam_betas=(0.8, 0.95)
  warmup_ratio=0.0, warmdown_ratio=0.6, final_lr_frac=0.0
  num_epochs=16, patience=-1
  dropout=0.1
  doc_shuffle=True
  ema_every=10, swa_last_epochs=4
  optimizer=Muon (matrices) + AdamW (embed/scalars)
  run=h100_moun_wd_low
  run_dir=runs/h100_moun_wd_low
-----------------------
Vocab size: 50,257
Padding vocab_size from 50257 to 50304
Parameters: 316,935,720 (transformer: 205,524,480, value_embeds: 8,388,608, lm_head: 51,511,296, other: 51,511,336)
FLOPs per token: 1.756259e+09
Batch size: 524,288 tokens, grad accum: 2 steps
Training set: 99,876,864 tokens per epoch (381 micro-batches per epoch, ~190 optimizer steps per epoch)
Training for 16 epoch(s) (~3048 optimizer steps estimated)
Eval set: 9,961,472 tokens (38 steps)
Step 00000 | Val BPB: 3.517133 | Val Loss: 10.826475
step 00001 (0.03%) | loss: 10.826214 | dt: 32918.44ms | tok/sec: 15,926 | mfu: 2.83%
step 00002 (0.07%) | loss: 10.763633 | dt: 275.28ms | tok/sec: 1,904,547 | mfu: 338.21%
step 00003 (0.10%) | loss: 10.672675 | dt: 280.50ms | tok/sec: 1,869,146 | mfu: 331.92%
step 00004 (0.13%) | loss: 10.470750 | dt: 279.63ms | tok/sec: 1,874,955 | mfu: 332.95% | eta: 14.2m
step 00005 (0.16%) | loss: 10.296489 | dt: 299.17ms | tok/sec: 1,752,483 | mfu: 311.20% | eta: 14.7m
step 00006 (0.20%) | loss: 10.007885 | dt: 288.27ms | tok/sec: 1,818,743 | mfu: 322.97% | eta: 14.7m
step 00007 (0.23%) | loss: 9.733687 | dt: 281.29ms | tok/sec: 1,863,898 | mfu: 330.99% | eta: 14.6m
step 00008 (0.26%) | loss: 9.456024 | dt: 292.41ms | tok/sec: 1,793,008 | mfu: 318.40% | eta: 14.6m
step 00009 (0.30%) | loss: 9.217762 | dt: 287.37ms | tok/sec: 1,824,428 | mfu: 323.98% | eta: 14.6m
step 00010 (0.33%) | loss: 8.991486 | dt: 285.21ms | tok/sec: 1,838,271 | mfu: 326.44% | eta: 14.6m
step 00011 (0.36%) | loss: 8.776482 | dt: 286.73ms | tok/sec: 1,828,534 | mfu: 324.71% | eta: 14.6m
step 00012 (0.39%) | loss: 8.557989 | dt: 289.26ms | tok/sec: 1,812,506 | mfu: 321.86% | eta: 14.6m
step 00013 (0.43%) | loss: 8.378177 | dt: 286.90ms | tok/sec: 1,827,437 | mfu: 324.51% | eta: 14.5m
step 00014 (0.46%) | loss: 8.184632 | dt: 283.85ms | tok/sec: 1,847,057 | mfu: 328.00% | eta: 14.5m
step 00015 (0.49%) | loss: 8.023008 | dt: 289.46ms | tok/sec: 1,811,277 | mfu: 321.65% | eta: 14.5m
step 00016 (0.52%) | loss: 7.864381 | dt: 287.86ms | tok/sec: 1,821,324 | mfu: 323.43% | eta: 14.5m
step 00017 (0.56%) | loss: 7.708751 | dt: 289.21ms | tok/sec: 1,812,823 | mfu: 321.92% | eta: 14.5m
step 00018 (0.59%) | loss: 7.577593 | dt: 285.44ms | tok/sec: 1,836,797 | mfu: 326.18% | eta: 14.5m
step 00019 (0.62%) | loss: 7.458787 | dt: 287.94ms | tok/sec: 1,820,832 | mfu: 323.34% | eta: 14.5m
step 00020 (0.66%) | loss: 7.373989 | dt: 288.51ms | tok/sec: 1,817,227 | mfu: 322.70% | eta: 14.5m
step 00021 (0.69%) | loss: 7.292233 | dt: 288.73ms | tok/sec: 1,815,822 | mfu: 322.45% | eta: 14.5m
step 00022 (0.72%) | loss: 7.203206 | dt: 286.54ms | tok/sec: 1,829,725 | mfu: 324.92% | eta: 14.5m
step 00023 (0.75%) | loss: 7.127073 | dt: 289.47ms | tok/sec: 1,811,195 | mfu: 321.63% | eta: 14.5m
step 00024 (0.79%) | loss: 7.058485 | dt: 286.45ms | tok/sec: 1,830,268 | mfu: 325.02% | eta: 14.5m
step 00025 (0.82%) | loss: 6.984875 | dt: 287.75ms | tok/sec: 1,822,035 | mfu: 323.56% | eta: 14.5m
step 00026 (0.85%) | loss: 6.914953 | dt: 287.17ms | tok/sec: 1,825,685 | mfu: 324.20% | eta: 14.5m
step 00027 (0.89%) | loss: 6.868411 | dt: 288.09ms | tok/sec: 1,819,875 | mfu: 323.17% | eta: 14.5m
step 00028 (0.92%) | loss: 6.805770 | dt: 287.81ms | tok/sec: 1,821,677 | mfu: 323.49% | eta: 14.5m
step 00029 (0.95%) | loss: 6.759013 | dt: 286.57ms | tok/sec: 1,829,537 | mfu: 324.89% | eta: 14.5m
step 00030 (0.98%) | loss: 6.723490 | dt: 291.61ms | tok/sec: 1,797,884 | mfu: 319.27% | eta: 14.5m
step 00031 (1.02%) | loss: 6.682517 | dt: 288.79ms | tok/sec: 1,815,443 | mfu: 322.39% | eta: 14.5m
step 00032 (1.05%) | loss: 6.632691 | dt: 287.31ms | tok/sec: 1,824,812 | mfu: 324.05% | eta: 14.5m
step 00033 (1.08%) | loss: 6.601545 | dt: 287.48ms | tok/sec: 1,823,753 | mfu: 323.86% | eta: 14.5m
step 00034 (1.12%) | loss: 6.569561 | dt: 290.67ms | tok/sec: 1,803,742 | mfu: 320.31% | eta: 14.5m
step 00035 (1.15%) | loss: 6.540895 | dt: 287.16ms | tok/sec: 1,825,776 | mfu: 324.22% | eta: 14.5m
step 00036 (1.18%) | loss: 6.525489 | dt: 287.97ms | tok/sec: 1,820,660 | mfu: 323.31% | eta: 14.4m
step 00037 (1.21%) | loss: 6.504001 | dt: 292.45ms | tok/sec: 1,792,757 | mfu: 318.36% | eta: 14.5m
step 00038 (1.25%) | loss: 6.467101 | dt: 289.84ms | tok/sec: 1,808,866 | mfu: 321.22% | eta: 14.4m
step 00039 (1.28%) | loss: 6.444460 | dt: 286.96ms | tok/sec: 1,827,044 | mfu: 324.45% | eta: 14.4m
step 00040 (1.31%) | loss: 6.417535 | dt: 290.44ms | tok/sec: 1,805,126 | mfu: 320.55% | eta: 14.4m
step 00041 (1.35%) | loss: 6.396377 | dt: 289.29ms | tok/sec: 1,812,350 | mfu: 321.84% | eta: 14.4m
step 00042 (1.38%) | loss: 6.368101 | dt: 291.00ms | tok/sec: 1,801,658 | mfu: 319.94% | eta: 14.4m
step 00043 (1.41%) | loss: 6.345409 | dt: 286.98ms | tok/sec: 1,826,924 | mfu: 324.42% | eta: 14.4m
step 00044 (1.44%) | loss: 6.326309 | dt: 288.48ms | tok/sec: 1,817,433 | mfu: 322.74% | eta: 14.4m
step 00045 (1.48%) | loss: 6.310604 | dt: 288.55ms | tok/sec: 1,816,945 | mfu: 322.65% | eta: 14.4m
step 00046 (1.51%) | loss: 6.274593 | dt: 287.84ms | tok/sec: 1,821,437 | mfu: 323.45% | eta: 14.4m
step 00047 (1.54%) | loss: 6.250582 | dt: 288.11ms | tok/sec: 1,819,768 | mfu: 323.15% | eta: 14.4m
step 00048 (1.57%) | loss: 6.223508 | dt: 289.77ms | tok/sec: 1,809,344 | mfu: 321.30% | eta: 14.4m
step 00049 (1.61%) | loss: 6.195720 | dt: 290.88ms | tok/sec: 1,802,408 | mfu: 320.07% | eta: 14.4m
